8.791568e+10 	 0.000000e+00 	 1.980264e-01 	 1.228000e-05 
1.033767e+11 	 0.000000e+00 	 2.657244e-01 	 1.605000e-05 
1.098141e+11 	 0.000000e+00 	 2.960001e-01 	 1.730000e-05 
1.498962e+11 	 0.000000e+00 	 5.175454e-01 	 4.216000e-05 
2.306096e+11 	 5.059873e-05 	 1.123766e+00 	 7.005000e-05 
2.997925e+11 	 3.500636e-05 	 1.712651e+00 	 1.166000e-04 
4.282749e+11 	 1.435878e-04 	 3.212543e+00 	 3.032000e-04 
5.995849e+11 	 2.326671e-04 	 6.299590e+00 	 5.456000e-04 
8.565499e+11 	 3.202927e-04 	 1.262498e+01 	 9.732000e-04 
1.326515e+12 	 9.746005e-04 	 2.713163e+01 	 3.347000e-03 
1.620500e+12 	 1.190784e-03 	 3.837759e+01 	 4.132000e-03 
1.897421e+12 	 1.377586e-03 	 5.112330e+01 	 5.176000e-03 
2.204356e+12 	 2.009841e-03 	 6.562094e+01 	 7.478000e-03 
2.562329e+12 	 2.801397e-03 	 8.437160e+01 	 1.006000e-02 
2.997925e+12 	 3.521084e-03 	 1.081258e+02 	 1.299000e-02 
3.494085e+12 	 5.004063e-03 	 1.474385e+02 	 1.885000e-02 
4.073267e+12 	 6.280178e-03 	 1.974473e+02 	 2.555000e-02 
4.751069e+12 	 7.637349e-03 	 2.637104e+02 	 3.400000e-02 
5.541450e+12 	 1.124280e-02 	 3.499610e+02 	 4.546000e-02 
6.461044e+12 	 1.357675e-02 	 4.837016e+02 	 6.106000e-02 
6.971918e+12 	 1.764487e-02 	 5.263124e+02 	 7.291000e-02 
7.532474e+12 	 2.159597e-02 	 5.337501e+02 	 8.424000e-02 
8.124457e+12 	 2.713577e-02 	 5.425326e+02 	 9.678000e-02 
8.791568e+12 	 3.187885e-02 	 5.637126e+02 	 1.096000e-01 
1.023182e+13 	 3.972689e-02 	 6.813070e+02 	 1.343000e-01 
1.194392e+13 	 5.521190e-02 	 9.599734e+02 	 1.585000e-01 
1.394384e+13 	 7.157167e-02 	 1.375062e+03 	 2.008000e-01 
1.498962e+13 	 7.828381e-02 	 1.674779e+03 	 2.187000e-01 
1.620500e+13 	 8.050513e-02 	 1.975586e+03 	 2.349000e-01 
1.753172e+13 	 8.740537e-02 	 1.888008e+03 	 2.520000e-01 
1.897421e+13 	 9.631019e-02 	 1.662175e+03 	 2.690000e-01 
2.039404e+13 	 1.035811e-01 	 1.687253e+03 	 2.833000e-01 
2.204356e+13 	 1.138254e-01 	 2.000015e+03 	 2.999000e-01 
2.379305e+13 	 1.244166e-01 	 2.450122e+03 	 3.181000e-01 
2.562329e+13 	 1.269414e-01 	 3.137367e+03 	 3.226000e-01 
2.676718e+13 	 1.334828e-01 	 3.188043e+03 	 3.254000e-01 
2.775856e+13 	 1.445576e-01 	 3.100205e+03 	 3.278000e-01 
2.882620e+13 	 1.587590e-01 	 3.149452e+03 	 3.323000e-01 
2.997925e+13 	 1.659616e-01 	 3.224946e+03 	 3.421000e-01 
3.055988e+13 	 1.724512e-01 	 3.350727e+03 	 3.509000e-01 
3.116346e+13 	 1.788718e-01 	 2.750280e+03 	 3.598000e-01 
3.237500e+13 	 2.402079e-01 	 2.149704e+03 	 3.742000e-01 
3.364674e+13 	 2.938354e-01 	 1.787435e+03 	 3.882000e-01 
3.494085e+13 	 3.379323e-01 	 1.375010e+03 	 4.013000e-01 
3.775724e+13 	 4.575856e-01 	 1.324984e+03 	 4.204000e-01 
4.073267e+13 	 5.482643e-01 	 1.399958e+03 	 4.355000e-01 
4.402239e+13 	 6.201247e-01 	 1.562512e+03 	 4.497000e-01 
4.751069e+13 	 6.680793e-01 	 1.625012e+03 	 4.626000e-01 
5.133432e+13 	 7.033384e-01 	 1.712591e+03 	 4.747000e-01 
5.541450e+13 	 7.295729e-01 	 1.612538e+03 	 4.858000e-01 
5.983881e+13 	 7.502013e-01 	 1.775351e+03 	 4.962000e-01 
6.461044e+13 	 7.575564e-01 	 2.037697e+03 	 5.070000e-01 
6.971918e+13 	 7.551960e-01 	 2.200640e+03 	 5.183000e-01 
7.532474e+13 	 7.529488e-01 	 2.412570e+03 	 5.289000e-01 
7.827479e+13 	 7.518951e-01 	 2.536921e+03 	 5.339000e-01 
8.124457e+13 	 7.509881e-01 	 2.662832e+03 	 5.386000e-01 
8.444858e+13 	 7.600609e-01 	 2.899450e+03 	 5.433000e-01 
8.791568e+13 	 7.709305e-01 	 3.175439e+03 	 5.482000e-01 
9.112233e+13 	 7.721134e-01 	 3.675443e+03 	 5.530000e-01 
9.487103e+13 	 6.304192e-01 	 5.424936e+03 	 5.583000e-01 
9.861594e+13 	 4.967516e-01 	 7.800214e+03 	 5.631000e-01 
1.023182e+14 	 4.954041e-01 	 8.199125e+03 	 5.675000e-01 
1.063094e+14 	 7.401008e-01 	 4.512118e+03 	 5.720000e-01 
1.106245e+14 	 7.981969e-01 	 4.237428e+03 	 5.764000e-01 
1.194392e+14 	 8.316895e-01 	 4.874517e+03 	 5.844000e-01 
1.394384e+14 	 8.659178e-01 	 6.350489e+03 	 5.986000e-01 
1.620500e+14 	 8.871814e-01 	 8.049566e+03 	 6.092000e-01 
1.897421e+14 	 8.972928e-01 	 1.001229e+04 	 6.164000e-01 
2.204356e+14 	 9.084352e-01 	 1.224957e+04 	 6.176000e-01 
2.562329e+14 	 9.118929e-01 	 1.424933e+04 	 6.200000e-01 
2.997925e+14 	 9.054837e-01 	 1.637356e+04 	 6.245000e-01 
4.282749e+14 	 9.016874e-01 	 2.217792e+04 	 6.317000e-01 
5.450772e+14 	 8.757034e-01 	 2.632296e+04 	 6.395000e-01 
6.907660e+14 	 8.289707e-01 	 3.152180e+04 	 6.444000e-01 
9.084620e+14 	 7.193980e-01 	 3.885164e+04 	 6.667000e-01 
1.153048e+15 	 6.487324e-01 	 4.612820e+04 	 6.834000e-01 
1.362693e+15 	 6.341769e-01 	 5.185849e+04 	 6.805000e-01 
1.498962e+15 	 6.067310e-01 	 5.521091e+04 	 6.905000e-01 
1.665514e+15 	 6.133273e-01 	 5.732891e+04 	 6.983000e-01 
2.141375e+15 	 4.131927e-01 	 7.761232e+04 	 6.976000e-01 
2.997925e+15 	 1.609401e-01 	 9.454332e+04 	 7.752000e-01 
3.287198e+15 	 1.184460e-01 	 1.047552e+05 	 7.988000e-01 
